token_id,count,is_dominant
6036,2942,True
12,2936,True
6984,2935,True
2885,2932,True
3079,2920,True
5606,2918,True
1846,2917,True
1780,2917,True
5708,2913,True
3438,2911,True
7352,2905,True
1367,2902,True
7152,2900,True
4527,2892,True
1655,2889,True
2997,2886,True
7828,2885,True
3434,2883,True
2101,2877,True
7166,2875,True
4325,2870,True
879,2869,True
8000,2863,True
3437,2862,True
7353,2860,True
5842,2847,True
2644,2846,True
1063,2844,True
3254,2837,True
8188,2837,True
7016,2836,True
2359,2834,True
1857,2829,True
830,2826,True
7698,2824,True
5873,2823,True
1794,2821,True
8140,2818,True
4950,2809,True
7303,2807,True
1440,2801,True
2476,2800,True
5671,2798,True
1196,2798,True
1631,2795,True
5541,2792,True
7470,2790,True
6908,2786,True
6950,2784,True
4673,2784,True
6801,2780,True
3176,2775,True
3200,2771,True
3260,2769,True
2770,2767,True
5754,2765,True
4072,2760,True
839,2759,True
1602,2758,True
1696,2754,True
1384,2742,True
3114,2735,True
5383,2735,True
1897,2729,True
965,2727,True
4775,2726,True
4587,2725,True
3618,2723,True
1235,2723,True
6217,2716,True
3501,2713,True
3478,2711,True
2267,2706,True
1322,2702,True
804,2687,True
7738,2683,True
972,2683,True
5859,2682,True
2043,2681,True
6999,2679,True
3861,2677,True
2717,2675,True
1877,2666,True
2375,2661,True
3459,2659,True
7604,2659,True
2400,2659,True
6190,2658,True
5038,2658,True
5477,2657,True
8185,2656,True
3536,2652,True
3433,2650,True
6655,2649,True
5461,2648,True
196,2644,True
1361,2634,True
4602,2631,True
7162,2624,True
2255,2622,True
662,2619,True
722,2616,True
6633,2612,True
7950,2611,True
1169,2609,True
6727,2608,True
4685,2600,True
3192,2600,True
1862,2596,True
1755,2594,True
3329,2590,True
1979,2587,True
5292,2586,True
7937,2584,True
1094,2580,True
5635,2578,True
5682,2575,True
4811,2574,True
3299,2572,True
4419,2569,True
4582,2568,True
2062,2567,True
7595,2566,True
901,2559,True
8162,2556,True
2841,2549,True
7750,2543,True
3804,2543,True
7732,2542,True
6269,2540,True
5527,2532,True
6179,2532,True
604,2531,True
1418,2530,True
510,2530,True
2223,2529,True
7195,2525,True
1811,2524,True
3115,2523,True
1159,2513,True
153,2508,True
2646,2508,True
2292,2508,True
2228,2502,True
8089,2498,True
384,2495,True
6766,2494,True
4068,2493,True
2794,2492,True
5177,2488,True
5610,2485,True
6326,2485,True
1515,2480,True
4168,2473,True
4447,2473,True
7790,2467,True
3094,2464,True
11,2460,True
468,2460,True
5490,2456,True
2106,2450,True
5843,2450,True
5701,2447,True
4425,2447,True
4063,2444,True
5386,2442,True
7651,2441,True
5171,2440,True
1509,2433,True
1992,2428,True
496,2424,True
6511,2420,True
7835,2416,False
1089,2413,True
4998,2412,True
6619,2410,True
578,2408,True
7721,2404,True
4914,2399,True
6191,2397,True
4116,2396,True
3801,2391,True
319,2389,True
322,2389,True
6881,2389,True
5302,2386,True
6032,2383,True
5973,2382,True
5357,2378,True
7065,2361,True
1194,2360,True
6615,2347,True
495,2346,True
4755,2345,True
5163,2344,True
3510,2343,True
3026,2341,False
3900,2340,True
3841,2338,True
3550,2331,True
2356,2331,True
4905,2330,True
262,2329,True
6536,2327,True
6588,2326,True
914,2325,True
5450,2324,True
2293,2323,True
33,2318,True
6193,2314,True
3153,2313,True
5114,2310,True
2469,2307,True
5027,2304,True
6265,2299,True
3893,2297,True
932,2296,True
4293,2292,True
3356,2285,False
5226,2284,True
2486,2282,True
6995,2281,True
3125,2279,True
686,2277,True
6292,2277,True
1351,2276,True
817,2272,True
5585,2271,True
4131,2266,True
5600,2263,True
7317,2261,True
6475,2257,True
1966,2254,True
5059,2250,True
2919,2250,True
6705,2250,True
4572,2248,True
2448,2247,True
126,2247,True
2144,2246,True
310,2244,True
988,2243,True
3093,2236,True
2320,2235,False
6762,2233,True
6088,2231,True
6744,2231,True
6208,2229,True
6903,2224,True
2186,2223,True
3195,2221,True
7001,2221,True
3565,2218,True
6376,2217,True
6395,2216,True
4629,2210,True
1042,2210,True
320,2208,True
3631,2207,True
4762,2207,True
211,2207,True
773,2206,True
3243,2204,True
8059,2201,True
7138,2201,True
679,2199,True
7448,2194,True
475,2194,True
5947,2193,True
1785,2189,True
1038,2188,True
4184,2184,True
4351,2182,True
4637,2178,True
6829,2176,True
912,2174,True
2917,2172,True
5971,2171,True
1417,2171,True
3055,2166,True
2405,2159,True
6157,2158,True
4417,2157,True
1845,2156,True
6521,2156,True
7188,2153,True
4742,2148,True
4843,2148,True
6276,2146,True
6183,2143,True
4468,2142,True
394,2139,True
4573,2139,True
4055,2137,True
6095,2137,True
7708,2135,True
7959,2132,True
2157,2131,True
6868,2129,True
1672,2124,True
1840,2124,True
4538,2124,True
7628,2123,True
4781,2122,True
296,2121,True
4155,2120,True
2774,2115,True
1026,2114,True
7859,2105,True
5854,2105,True
2349,2103,True
2054,2102,True
3926,2096,True
6754,2096,True
2957,2090,True
3795,2088,True
2999,2087,True
6547,2086,True
2651,2086,True
650,2084,True
4651,2083,True
1472,2082,True
1324,2082,True
4604,2080,True
6430,2077,True
6022,2075,True
7163,2072,True
5982,2070,True
5795,2069,True
7555,2069,True
7219,2066,True
3586,2065,True
6620,2064,True
3678,2064,True
6446,2063,True
3790,2063,True
8190,2060,True
6764,2060,True
735,2059,True
3684,2058,True
5277,2057,True
6610,2047,True
6378,2046,True
477,2046,True
2699,2042,True
5520,2041,True
1932,2040,True
900,2039,True
7223,2035,True
2488,2031,True
1103,2031,True
5118,2030,True
2102,2027,True
1277,2026,True
3869,2021,True
7140,2021,True
856,2018,True
5106,2011,True
2034,2009,True
45,2007,True
13,2005,True
2433,2003,True
4215,2001,True
6894,2000,True
1132,2000,True
1499,1999,True
3282,1998,True
278,1993,True
6789,1991,True
2965,1991,True
4196,1988,True
3105,1985,True
2136,1981,True
76,1981,True
5325,1980,True
1347,1979,True
5104,1978,True
6784,1977,True
2417,1977,True
4193,1973,True
4095,1973,True
1204,1973,True
6152,1973,True
558,1972,True
7269,1971,True
6293,1970,True
7496,1970,True
3441,1969,True
53,1968,True
1679,1966,True
2840,1966,True
1209,1965,True
970,1964,True
1958,1963,True
7266,1961,True
7391,1960,True
7276,1957,True
4908,1956,True
7716,1954,True
2562,1953,True
7045,1950,True
7657,1948,True
2127,1946,True
7510,1945,True
4474,1943,True
4429,1938,True
5891,1935,True
2684,1933,True
5063,1931,True
2931,1929,True
1772,1929,False
2577,1929,True
22,1928,True
3518,1925,True
4861,1925,True
4633,1923,True
421,1921,True
4270,1921,True
933,1920,True
1506,1920,True
1541,1919,True
7275,1918,False
1252,1913,True
6563,1911,True
2257,1909,True
634,1907,True
541,1904,True
5151,1904,True
3,1901,True
6772,1901,True
6797,1901,True
630,1899,True
213,1899,True
2120,1899,True
10,1897,True
2093,1894,True
4972,1894,True
3849,1890,True
2963,1887,True
1236,1887,True
4016,1885,True
3722,1884,True
3855,1884,True
1174,1882,True
4364,1880,True
6394,1878,True
47,1875,True
1549,1875,True
7035,1875,True
4486,1875,True
3326,1873,True
6357,1872,True
3065,1872,True
499,1869,True
4674,1869,True
6618,1867,True
3335,1867,True
7465,1866,True
7954,1862,True
2197,1862,True
5367,1860,True
3727,1858,True
626,1858,True
5412,1857,True
7523,1856,True
3452,1853,True
5141,1853,True
5253,1852,True
3112,1851,True
6029,1851,True
2110,1851,True
4746,1848,True
5599,1845,True
7273,1845,True
2998,1844,True
2583,1844,True
109,1843,True
691,1841,True
5860,1838,False
4282,1837,True
2221,1835,True
1764,1831,True
466,1831,True
1711,1829,True
6570,1827,True
3417,1827,True
7627,1826,True
1189,1825,True
2229,1825,True
978,1823,True
1941,1819,True
2932,1819,True
3951,1818,True
6491,1814,True
6757,1814,True
2890,1814,True
6318,1812,True
4170,1811,True
3482,1808,True
4498,1803,True
2291,1800,True
1025,1798,True
7259,1797,True
6236,1796,True
3429,1795,True
380,1795,True
651,1793,True
3050,1788,True
4230,1787,True
4122,1787,True
2094,1787,True
4980,1787,True
7568,1782,True
4034,1781,True
3627,1781,True
7528,1780,True
5992,1778,True
4189,1777,True
7409,1776,True
4715,1775,True
3838,1775,True
7028,1773,False
2541,1771,True
4977,1770,True
6372,1770,True
5806,1767,True
2361,1762,True
1030,1760,True
6141,1759,True
4494,1755,True
5661,1753,True
6812,1751,True
6530,1747,True
6117,1747,True
2237,1746,True
190,1745,True
5583,1743,True
6828,1742,True
624,1742,True
4478,1742,True
6553,1740,True
3628,1738,True
6841,1738,True
7153,1738,True
368,1734,True
7146,1734,True
6053,1728,True
6602,1726,True
4365,1726,True
2504,1725,True
5996,1725,True
835,1725,True
7969,1722,True
1830,1721,True
8112,1721,True
5506,1721,True
5000,1719,True
4522,1716,True
5308,1715,True
4666,1715,True
6677,1715,True
7043,1712,True
2419,1710,True
6541,1708,True
4517,1707,True
4777,1707,True
6078,1707,True
4791,1705,True
2053,1704,True
5524,1700,True
4654,1699,False
4470,1699,True
5440,1696,True
4476,1692,True
1995,1691,True
4356,1691,True
7390,1690,True
7358,1688,True
5526,1687,True
4427,1687,True
3584,1687,True
7243,1683,True
7845,1683,True
5259,1683,True
7551,1677,True
3388,1677,True
2510,1675,True
69,1674,True
4271,1673,True
2325,1673,True
3750,1672,True
949,1669,True
1391,1667,True
5960,1664,True
3629,1663,True
2927,1663,True
2537,1662,True
5364,1660,True
3215,1660,True
1282,1654,True
257,1651,True
4978,1646,True
7081,1646,True
3416,1645,True
7412,1644,True
7408,1643,True
1372,1643,True
2200,1641,True
769,1640,True
6021,1639,True
7459,1639,False
532,1638,True
7251,1638,True
3621,1638,True
5193,1636,True
1429,1634,True
1954,1634,True
1088,1634,True
7482,1631,True
1881,1630,True
7260,1630,True
5938,1627,True
6231,1627,True
5620,1627,True
7389,1625,True
3779,1623,True
3613,1623,True
3888,1620,True
7854,1618,True
5472,1618,True
102,1616,True
3661,1615,True
5299,1615,True
5082,1614,True
546,1614,True
3640,1612,True
5048,1610,True
1790,1609,True
3281,1609,True
7327,1608,True
5388,1603,True
3369,1603,True
4050,1603,True
2184,1603,True
6023,1601,True
7014,1601,True
8091,1597,True
4625,1596,True
1339,1596,True
4497,1595,True
5250,1594,True
2768,1592,True
5563,1592,True
833,1590,True
3182,1589,True
3742,1588,True
7434,1588,True
812,1588,True
5410,1586,True
7085,1585,True
4443,1584,True
1126,1581,True
2035,1578,True
3223,1578,True
3763,1575,True
464,1574,True
6131,1573,True
4805,1571,True
2070,1571,True
3466,1570,True
4700,1567,True
5129,1567,True
8008,1566,True
4727,1565,True
1067,1564,True
7411,1561,True
2445,1559,True
7494,1559,True
1355,1558,True
5249,1556,True
603,1556,True
3835,1554,True
685,1553,True
354,1553,True
3842,1552,True
3036,1550,True
561,1550,True
7265,1548,True
6726,1547,True
8095,1545,True
743,1540,True
1471,1537,True
1179,1537,True
1239,1536,True
1609,1536,True
4390,1536,True
6373,1535,True
513,1533,True
347,1532,True
1901,1532,True
5609,1531,True
2835,1530,True
2542,1528,True
1807,1526,True
6111,1526,True
8166,1524,True
4392,1522,True
880,1522,True
6871,1522,True
4466,1521,True
6011,1519,True
6420,1516,True
7804,1515,True
3817,1515,True
2458,1514,True
1019,1514,True
7683,1514,True
966,1512,True
1115,1511,True
5940,1509,True
3654,1509,True
6791,1504,True
2275,1503,True
1730,1502,True
3555,1502,True
5678,1502,True
5979,1500,True
5476,1499,True
4108,1498,True
5238,1498,True
2688,1495,True
4524,1494,True
1461,1493,True
3531,1491,True
7663,1491,True
973,1490,True
1554,1487,True
7155,1483,True
1248,1483,True
5202,1481,True
4284,1479,True
200,1478,True
1464,1477,True
5009,1476,True
7586,1475,True
6634,1474,True
2700,1472,True
2259,1472,True
3360,1471,True
5152,1470,True
5572,1467,True
5904,1467,True
6721,1466,True
1101,1465,True
7659,1465,True
3475,1465,True
4499,1463,True
78,1459,True
588,1458,True
3220,1458,True
2907,1457,True
4101,1457,True
4709,1457,True
8136,1457,True
5601,1455,True
4990,1455,True
3879,1452,True
7621,1450,True
4037,1448,True
2960,1448,True
7542,1448,True
4597,1447,True
6344,1446,True
5186,1446,True
2085,1445,True
1242,1445,True
6799,1441,True
7503,1440,True
5431,1438,True
5570,1438,True
3187,1437,True
2708,1434,True
2317,1432,True
7929,1431,True
2303,1428,True
5636,1426,True
7038,1425,True
5352,1422,True
61,1420,True
6746,1418,True
6285,1417,True
6622,1415,True
6100,1415,True
3769,1412,True
1925,1409,True
2437,1409,True
8076,1408,True
1543,1407,True
2009,1404,True
4555,1403,True
7005,1401,True
1975,1400,True
7150,1399,True
746,1398,True
6716,1398,True
1859,1396,True
5185,1396,True
7370,1395,True
4336,1395,True
4225,1395,True
1480,1394,True
6843,1392,True
616,1387,True
5018,1386,True
7557,1385,True
3414,1384,True
2937,1383,True
7239,1382,True
4386,1381,True
5532,1379,True
6765,1378,True
375,1377,True
5814,1376,True
925,1375,True
2547,1374,True
2983,1374,True
5788,1374,True
1605,1373,True
1386,1373,True
3404,1372,True
3928,1372,True
3633,1371,True
1725,1370,True
1815,1369,True
2087,1367,True
2040,1364,True
5853,1364,True
2202,1363,True
926,1363,True
6346,1363,True
2531,1362,True
6842,1361,True
1445,1360,True
726,1356,True
784,1355,True
6849,1354,True
3198,1353,True
7367,1352,True
482,1351,True
3585,1350,True
1822,1347,True
2029,1347,True
6289,1346,True
3196,1344,True
1633,1344,True
3504,1342,False
4434,1341,True
734,1339,True
4807,1339,True
281,1337,True
1078,1336,True
1482,1332,True
6018,1332,True
1504,1331,True
2529,1330,True
8087,1328,True
5252,1328,True
3396,1324,True
5604,1324,True
5932,1324,True
3881,1323,True
2900,1323,True
498,1322,True
21,1320,False
5507,1320,True
128,1319,True
1147,1319,True
795,1316,True
5862,1312,True
2340,1312,True
3489,1309,True
4254,1309,True
4548,1308,True
5369,1307,True
974,1307,True
2099,1306,True
2271,1304,True
4378,1303,True
706,1302,True
2335,1299,True
5650,1299,True
5781,1299,True
5421,1298,True
3802,1298,True
6940,1298,True
1593,1298,True
7851,1296,True
3312,1295,True
7145,1295,True
2306,1294,True
4333,1293,True
3865,1293,True
6409,1286,True
6398,1286,True
4979,1286,True
1916,1286,True
1470,1286,True
1560,1285,True
381,1284,True
3839,1283,True
6197,1282,True
5134,1282,True
1494,1281,True
3832,1281,True
4046,1281,True
5688,1280,True
7739,1279,True
4316,1278,True
7020,1278,True
4243,1277,True
931,1277,True
7829,1276,True
7025,1276,True
6249,1274,True
4249,1274,True
1222,1273,True
1303,1273,True
6463,1273,True
6740,1271,True
3789,1271,True
5100,1270,True
279,1269,True
3514,1269,True
7050,1268,True
6512,1268,True
448,1268,True
6955,1267,True
3358,1266,True
4546,1265,True
6582,1265,True
3702,1263,True
6956,1262,True
1701,1261,True
2423,1261,True
994,1260,True
3991,1257,True
518,1257,True
7846,1256,True
5881,1253,True
6645,1253,True
963,1253,True
543,1251,True
3964,1250,True
4756,1249,True
942,1248,True
7958,1246,True
6833,1246,False
3218,1246,True
6375,1245,True
1287,1245,True
7648,1242,True
458,1242,True
1273,1242,True
6658,1242,True
3734,1240,True
5301,1239,True
2450,1238,True
4779,1238,True
6641,1238,True
4398,1237,True
4309,1236,False
5031,1235,True
3946,1235,True
3092,1235,True
1307,1234,True
7416,1234,False
4898,1233,True
4402,1233,True
1155,1232,True
6853,1231,True
5816,1230,True
2661,1229,True
7881,1229,True
739,1229,True
1818,1229,True
5627,1228,True
2033,1227,True
6062,1226,True
2250,1225,True
1551,1224,True
3373,1224,True
2757,1223,True
3483,1222,True
873,1221,True
3032,1220,True
4439,1219,True
2989,1219,True
2509,1219,True
5879,1215,True
1552,1215,True
7481,1212,True
6936,1212,True
4060,1211,True
7923,1210,True
1388,1209,True
155,1209,True
2451,1209,True
586,1207,True
487,1206,True
2792,1204,True
7309,1203,True
4982,1202,True
2287,1201,True
5278,1200,True
3120,1198,True
5629,1197,True
2550,1195,True
8132,1194,True
960,1194,True
4667,1194,True
6848,1193,True
2943,1191,False
4129,1191,True
6565,1190,True
3905,1189,True
5640,1189,True
4424,1189,True
2745,1188,True
3031,1188,True
3287,1187,True
2852,1187,True
3484,1186,True
4504,1186,True
6320,1186,True
14,1186,True
434,1179,True
3410,1177,True
1584,1177,True
7076,1176,True
1947,1176,True
617,1175,True
3432,1174,True
5915,1173,True
1705,1173,True
6263,1171,False
1098,1170,True
4876,1169,True
4021,1169,True
2490,1168,True
3892,1167,True
4877,1164,True
6554,1163,True
3938,1163,True
7018,1162,True
1034,1161,True
3412,1160,True
427,1160,True
7261,1160,True
6377,1160,True
3177,1157,True
3919,1156,True
7299,1155,True
7952,1154,True
6650,1153,True
4532,1152,True
7932,1149,True
4176,1148,True
4294,1146,True
6758,1146,True
6680,1140,True
189,1139,True
2042,1138,True
2105,1138,True
7717,1136,True
5419,1135,True
7706,1135,True
4085,1134,True
3131,1133,True
2089,1133,True
4849,1132,True
1406,1132,True
2820,1132,True
7655,1131,True
2383,1129,True
6738,1129,True
1210,1129,True
3903,1128,True
6237,1128,True
2641,1125,True
6897,1124,True
5844,1124,True
1837,1123,True
3110,1123,True
6668,1122,True
4541,1120,True
3342,1119,True
2817,1118,True
6673,1117,True
1990,1117,True
6704,1117,True
4043,1116,True
4996,1116,True
3936,1116,True
1425,1115,True
1761,1114,True
7364,1114,False
5762,1112,True
2204,1112,True
6003,1111,True
418,1111,True
5712,1111,True
7583,1111,True
5529,1110,True
1301,1109,True
2334,1108,True
6126,1106,True
3295,1106,True
2843,1105,True
5338,1105,True
1922,1103,True
7052,1102,True
2420,1101,True
8150,1100,True
4741,1100,True
976,1100,True
7962,1100,True
6817,1098,True
1802,1097,True
6353,1095,True
2572,1094,True
4577,1092,True
954,1092,True
5170,1092,True
2613,1091,True
5731,1091,True
1081,1089,True
2219,1089,True
550,1088,True
7781,1088,True
5945,1087,True
8027,1086,True
7769,1083,True
1996,1083,True
690,1083,True
6257,1081,True
6302,1078,True
2479,1077,True
3275,1076,True
1828,1076,True
7671,1076,False
3397,1076,True
5557,1075,True
692,1072,True
2084,1071,True
294,1071,True
6369,1070,True
927,1070,True
4052,1069,True
1616,1069,True
1383,1066,True
1758,1065,True
4617,1065,True
568,1060,True
3447,1056,True
7182,1055,True
5037,1053,True
6616,1053,True
6371,1053,True
7753,1052,True
3904,1052,True
2113,1051,True
5409,1051,True
1952,1051,True
2787,1050,True
1229,1050,True
497,1050,True
1791,1049,True
6691,1047,True
6221,1047,True
3089,1046,True
367,1044,True
2754,1044,True
7821,1044,True
5124,1044,True
1021,1043,True
6242,1042,True
647,1041,True
5870,1041,True
3543,1040,True
3128,1039,True
3386,1038,True
6840,1036,True
5025,1036,True
7759,1035,True
4961,1033,True
893,1032,True
181,1031,True
1777,1029,True
2573,1028,True
400,1027,True
4288,1027,True
1687,1026,True
5494,1026,True
1640,1025,True
3545,1025,True
7072,1024,True
7405,1024,True
304,1021,True
5592,1021,True
4747,1019,True
2185,1018,True
3615,1018,True
3810,1017,True
5268,1017,True
5593,1016,True
7749,1015,True
6846,1015,True
2658,1015,True
4201,1014,True
1860,1014,True
745,1013,True
7499,1013,True
7254,1013,True
484,1013,True
5752,1012,True
3476,1010,True
4379,1010,True
2746,1010,True
1408,1010,True
1016,1010,True
6694,1010,True
4632,1008,True
6874,1008,True
1779,1008,True
3508,1007,True
6180,1007,False
7764,1007,True
4570,1004,True
1141,1003,True
7325,1003,True
7967,1003,True
5995,1002,True
150,1001,True
2665,1000,True
1275,1000,True
228,999,True
7908,999,True
83,997,False
7334,996,True
217,996,True
566,996,True
8191,994,True
7897,993,True
4162,993,True
7253,993,True
7172,993,True
3470,992,True
3457,991,True
6485,989,True
779,988,True
2973,988,True
4139,988,True
6803,986,True
5935,985,True
992,983,True
1591,982,True
438,980,True
1133,978,True
7813,978,True
1350,978,False
4487,978,True
6970,977,True
5740,977,True
6442,977,True
3048,977,True
183,975,True
818,974,True
5120,974,True
5254,973,True
1741,973,True
6345,972,True
7180,971,True
5765,971,True
6450,971,True
7112,971,True
2643,970,True
4372,970,True
492,963,True
8065,963,True
1866,961,True
2342,961,True
3559,959,True
5255,959,True
4585,957,True
3472,956,True
6907,955,True
6116,954,True
2011,950,True
1719,949,True
3402,948,True
6947,947,True
6220,947,True
2913,946,True
876,945,True
1212,944,True
1487,944,True
1950,944,True
5898,944,True
2640,941,True
3348,941,True
1769,939,True
2994,938,True
7999,938,True
1278,937,True
6972,937,True
4479,936,True
4335,935,True
1479,935,True
5021,934,True
7075,934,True
6472,929,True
831,929,True
4054,927,True
4015,927,True
6288,925,True
7483,923,True
1577,922,True
5782,921,True
5672,921,True
2047,919,True
1057,917,True
218,917,True
2887,915,True
6858,915,True
4017,915,True
1991,915,True
